assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:1891834	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:2656551	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:17347682		GO:0045944	positive regulation of transcription by RNA polymerase II	IGI	MGI:MGI:108067		20101012	MGI:MGI:98919	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:1916603	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:98263	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:1339364	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:1349391	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19759516		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20101012	CL:0000066|EMAPA:32826|MGI:MGI:108067	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:103189	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	CL:0000160|EMAPA:35778|MGI:MGI:2656551	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	CL:0000160|EMAPA:35778|MGI:MGI:103189	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19759516		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA			20101012	CL:0000066|EMAPA:32826|MGI:MGI:1347476	NCBITaxon:10090
MGI	MGI:MGI:1353422	Spdef	PMID:19549527		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	MGI:MGI:4410321		20101012	GO:0006366|MGI:MGI:1341848	NCBITaxon:10090
BHF-UCL	MGI:MGI:1888697	Taf9	MGI:MGI:3850307|PMID:19251649		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20090618		NCBITaxon:10090
AgBase	UniProtKB:A7TUG5	AT1	PMID:17715150		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20110307		NCBITaxon:3635
UniProt	UniProtKB:F1B281	MYB4	PMID:21068208		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200717		NCBITaxon:4102
CACAO	UniProtKB:Q46215	virR	PMID:18790863		GO:0006355	regulation of DNA-templated transcription	IMP			20111204		NCBITaxon:1502
CollecTF	UniProtKB:A0A0F6AXY2	cueR	PMID:20807206		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_016856.1		20170328		NCBITaxon:588858
CollecTF	UniProtKB:A0A0F6AXY2	cueR	PMID:20807206		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:588858
MTBBASE	UniProtKB:O53590	sigM	PMID:17088352		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100709		NCBITaxon:83332
CollecTF	UniProtKB:Q92MX6	ohrR	PMID:21569462		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92MX6	ohrR	PMID:21569462		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92LT2	SMc03210	PMID:17337579		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_003047.1		20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92LT2	SMc03210	PMID:17337579		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:266834
UniProt	UniProtKB:Q5N7C7	LG2	PMID:22353606		GO:0045893	positive regulation of DNA-templated transcription	IDA			20170210		NCBITaxon:39947
CACAO	UniProtKB:P13800	degU	PMID:18978066		GO:0045893	positive regulation of DNA-templated transcription	IMP			20180320		NCBITaxon:224308
UniProt	UniProtKB:P40193	ptsJ	PMID:27987384		GO:0003700	DNA-binding transcription factor activity	IMP			20170711		NCBITaxon:99287
UniProt	UniProtKB:P40193	ptsJ	PMID:27987384		GO:0045892	negative regulation of DNA-templated transcription	IMP			20170711		NCBITaxon:99287
CACAO	UniProtKB:P40183	hspR	PMID:9324243		GO:0045892	negative regulation of DNA-templated transcription	IMP			20111102		NCBITaxon:100226
CollecTF	UniProtKB:Q88GK5	catR	PMID:1649820		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88GK5	catR	PMID:9079907		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88GK5	catR	PMID:9079907		GO:0045893	positive regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88GK5	catR	PMID:1649820		GO:0001216	DNA-binding transcription activator activity	EXP			20170328		NCBITaxon:160488
AspGD	UniProtKB:G5EAZ8	ANIA_02944	PMID:24750216		GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	IMP			20141201		NCBITaxon:227321
AspGD	UniProtKB:G5EAZ8	ANIA_02944	PMID:10471703		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20100312		NCBITaxon:227321
AspGD	UniProtKB:G5EAZ8	ANIA_02944	PMID:24750216		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20141201		NCBITaxon:227321
AspGD	UniProtKB:G5EAX1	ANIA_00202	PMID:11810230		GO:0003700	DNA-binding transcription factor activity	IMP			20090807		NCBITaxon:227321
AspGD	UniProtKB:G5EAX1	ANIA_00202	PMID:11810230		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20090807		NCBITaxon:227321
AspGD	UniProtKB:G5EB63	ANIA_02016	PMID:11318101		GO:0006355	regulation of DNA-templated transcription	IDA			20090813		NCBITaxon:227321
AspGD	UniProtKB:G5EB63	ANIA_02016	PMID:11318101		GO:0006355	regulation of DNA-templated transcription	IMP			20090813		NCBITaxon:227321
AspGD	UniProtKB:G5EAS8	flbC	PMID:20624219		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20110615		NCBITaxon:227321
AspGD	UniProtKB:G5EAS8	flbC	PMID:21624998		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20110615		NCBITaxon:227321
AspGD	UniProtKB:G5EB36	ANIA_00689	PMID:9197408		GO:0003700	DNA-binding transcription factor activity	IMP			20090623		NCBITaxon:227321
AspGD	UniProtKB:G5EB36	ANIA_00689	PMID:9197408		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20090623		NCBITaxon:227321
AspGD	UniProtKB:G5EB21	ANIA_02270	PMID:9126617		GO:0003700	DNA-binding transcription factor activity	IDA			20090717		NCBITaxon:227321
CollecTF	UniProtKB:Q820Q2	fur1	PMID:21338516		GO:0001217	DNA-binding transcription repressor activity	IEP			20170328		NCBITaxon:228410
UniProt	UniProtKB:Q23794	Q23794	PMID:7806532		GO:0003700	DNA-binding transcription factor activity	IDA			20070529		NCBITaxon:7153
UniProt	UniProtKB:P22995	parD	PMID:1459960		GO:0045892	negative regulation of DNA-templated transcription	IDA			20110318		NCBITaxon:562
CAFA	UniProtKB:O23813	SIR	PMID:11997391		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170119		NCBITaxon:4577
CollecTF	UniProtKB:Q88F34	fnrA	PMID:18341582		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88F34	fnrA	PMID:18341582		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88F34	fnrA	PMID:18341582		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88F34	fnrA	PMID:18341582		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88EH4	phhR	PMID:17217960		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88EH4	phhR	PMID:17217960		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88EH4	phhR	PMID:19781550		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CAFA	UniProtKB:C4ZRD1	pepA	PMID:10970742		GO:2000143	negative regulation of DNA-templated transcription initiation	IMP			20191126	UniProtKB:C4ZRD1|UniProtKB:P0A6F1|UniProtKB:P00968	NCBITaxon:595496
AspGD	UniProtKB:P36011	stuA	PMID:9312029		GO:0003700	DNA-binding transcription factor activity	IDA			20091210		NCBITaxon:227321
AspGD	UniProtKB:P36011	stuA	PMID:9312029		GO:0003700	DNA-binding transcription factor activity	IMP			20110617		NCBITaxon:227321
AspGD	UniProtKB:P36011	stuA	PMID:9312029		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20090410		NCBITaxon:227321
CollecTF	UniProtKB:A1JSH8	ompR	PMID:17660406		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:393305
UniProt	UniProtKB:B1Q2A8	nphR	PMID:18805976		GO:0006355	regulation of DNA-templated transcription	IDA			20120625		NCBITaxon:1831
CollecTF	UniProtKB:D5AKG8	regA1	PMID:10400592		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_014034.1		20170328		NCBITaxon:272942
UniProt	UniProtKB:Q01981	creA	PMID:18420433		GO:0045892	negative regulation of DNA-templated transcription	IMP			20100224		NCBITaxon:227321
AgBase	UniProtKB:B5X8L4	IRF1	PMID:23548829		GO:0003700	DNA-binding transcription factor activity	IDA			20150522	CL:0000235|UBERON:0007132	NCBITaxon:8030
GO_Central	UniProtKB:B5X8L4	IRF1	PMID:20494444		GO:0001216	DNA-binding transcription activator activity	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
GO_Central	UniProtKB:B5X8L4	IRF1	PMID:20494444		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
CollecTF	UniProtKB:Q55432	sll0822	PMID:22865847		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:1111708
CollecTF	UniProtKB:Q55432	sll0822	PMID:22865847		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:1111708
CollecTF	UniProtKB:Q7BR72	furA	PMID:10850993		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:100226
CollecTF	UniProtKB:Q7BR72	furA	PMID:10850993		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:100226
CollecTF	UniProtKB:Q88HH7	ptxS	PMID:20581202		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
UniProt	UniProtKB:A0A0P0WQ90	LF	PMID:21549224		GO:0006355	regulation of DNA-templated transcription	IDA			20180504		NCBITaxon:39947
CollecTF	UniProtKB:Q92TL9	pcaQ	PMID:21700663		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92TL9	pcaQ	PMID:21700663		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:266834
AspGD	UniProtKB:C8VDK0	ANIA_07734	PMID:12381299		GO:0003700	DNA-binding transcription factor activity	IMP			20091120		NCBITaxon:227321
CollecTF	UniProtKB:A0KST7	Shewana3_0617	PMID:19060154		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:94122
CACAO	UniProtKB:P40762	pchR	PMID:27542896		GO:0045892	negative regulation of DNA-templated transcription	IMP			20180331		NCBITaxon:224308
CACAO	UniProtKB:P40762	pchR	PMID:27542896		GO:0045893	positive regulation of DNA-templated transcription	IMP			20180331		NCBITaxon:224308
CACAO	UniProtKB:A5VK67	Lreu_0980	PMID:24123819		GO:0045893	positive regulation of DNA-templated transcription	IMP			20140318		NCBITaxon:557436
CollecTF	UniProtKB:Q92PW3	lexA	PMID:15458417		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92PW3	lexA	PMID:15604457		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q9KVP9	lexA	PMID:15664197		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002505.1		20170328		NCBITaxon:243277
GO_Central	UniProtKB:P0DKI8	P0DKI8	PMID:25807486		GO:1902895	positive regulation of miRNA transcription	IDA			20211210	RNAcentral:URS00002DD39F_3702	NCBITaxon:3880
ASAP	UniProtKB:E0SJT3	ompR	PMID:17573480		GO:0045892	negative regulation of DNA-templated transcription	IMP			20080212		NCBITaxon:198628
ASAP	UniProtKB:E0SJT3	ompR	PMID:17573480		GO:0045893	positive regulation of DNA-templated transcription	IMP			20080212		NCBITaxon:198628
ASAP	UniProtKB:E0SJT3	ompR	PMID:17573480		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IMP			20080212		NCBITaxon:198628
UniProt	UniProtKB:A3AWH5	MOF1	PMID:32680975		GO:0006355	regulation of DNA-templated transcription	IDA			20200904		NCBITaxon:39947
CollecTF	UniProtKB:P0DJO8	mogR	PMID:16617375		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003210.1		20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:19446532		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003210.1		20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:16617375		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:19446532		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:15302931		GO:0001217	DNA-binding transcription repressor activity	EXP			20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:19446532		GO:0001217	DNA-binding transcription repressor activity	EXP			20170328		NCBITaxon:169963
CollecTF	UniProtKB:P0DJO8	mogR	PMID:15302931		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:169963
UniProt	UniProtKB:Q0JHF1	BZIP12	PMID:20039193		GO:0045893	positive regulation of DNA-templated transcription	IDA			20171113		NCBITaxon:39947
CollecTF	UniProtKB:Q8Y7J7	codY	PMID:17302820		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003210.1		20170328		NCBITaxon:169963
CollecTF	UniProtKB:Q8Y7H7	lexA	PMID:19892760		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:169963
CACAO	UniProtKB:Q06240	vanS	PMID:8981985		GO:0043433	negative regulation of DNA-binding transcription factor activity	IGI	UniProtKB:Q06239		20160218		NCBITaxon:1352
CACAO	UniProtKB:Q06239	vanR	PMID:8981985		GO:0043433	negative regulation of DNA-binding transcription factor activity	IGI	UniProtKB:Q06240		20160218		NCBITaxon:1352
CollecTF	UniProtKB:Q5E2Y1	arcA	PMID:17590235		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:312309
CollecTF	UniProtKB:Q5E2Y1	arcA	PMID:17590235		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_006841.2		20170328		NCBITaxon:312309
CollecTF	UniProtKB:Q5E2Y1	arcA	PMID:17590235		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:312309
CollecTF	UniProtKB:Q9A3Y5	xylR	PMID:17933895		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:190650
CollecTF	UniProtKB:Q92Y01	SMa1979	PMID:22638965		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003037.1		20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q92Y01	SMa1979	PMID:22638965		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:266834
CollecTF	UniProtKB:Q9L062	adpA	PMID:24694298		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:100226
UniProt	UniProtKB:A7BJS7	prtT	PMID:18930158		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110224		NCBITaxon:510516
UniProt	UniProtKB:Q0JQF7	DREB2A	PMID:12609047		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100716		NCBITaxon:39947
CACAO	UniProtKB:W0S3I8	rocA	PMID:27349341		GO:0045892	negative regulation of DNA-templated transcription	IMP			20170324		NCBITaxon:1314
CollecTF	UniProtKB:Q79YV4	VP2516	PMID:22506036		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004603.1		20170328		NCBITaxon:223926
CollecTF	UniProtKB:Q79YV4	VP2516	PMID:22506036		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:223926
AspGD	UniProtKB:Q9P4R5	creC	PMID:320455		GO:0045013	carbon catabolite repression of transcription	IMP			20090805		NCBITaxon:227321
UniProt	UniProtKB:Q9P4R5	creC	PMID:11442830		GO:0045013	carbon catabolite repression of transcription	IMP			20100601		NCBITaxon:227321
UniProt	UniProtKB:Q9P4R5	creC	PMID:11918805		GO:0045013	carbon catabolite repression of transcription	IMP			20100601		NCBITaxon:227321
UniProt	UniProtKB:Q9P4R5	creC	PMID:10852476		GO:0045013	carbon catabolite repression of transcription	IMP			20021030		NCBITaxon:227321
CollecTF	UniProtKB:Q87L53	VP2762	PMID:22984476		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004603.1		20170328		NCBITaxon:223926
CollecTF	UniProtKB:Q87L53	VP2762	PMID:22984476		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:223926
CollecTF	UniProtKB:P0A171	rpoN	PMID:19570137		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_004956.1		20170328		NCBITaxon:160488
CollecTF	UniProtKB:P0A171	rpoN	PMID:19570137		GO:0045893	positive regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q87KN2	lexA	PMID:21529368		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:223926
UniProt	UniProtKB:J9VE33	CRZ1	PMID:28376087		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IMP			20200521		NCBITaxon:235443
UniProt	UniProtKB:J9VE33	CRZ1	PMID:28376087		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20200610		NCBITaxon:235443
UniProt	UniProtKB:Q6Z869	NIGT1	PMID:23324170		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170619		NCBITaxon:39947
CollecTF	UniProtKB:Q8EEF6	SO_2426	PMID:21624143		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EE50	SO_2540	PMID:24218564		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EE50	SO_2540	PMID:24218564		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004347.2		20170328		NCBITaxon:211586
CAFA	UniProtKB:D5GB06	GSTUM_00005390001	PMID:21058951		GO:0003700	DNA-binding transcription factor activity	IDA			20180712		NCBITaxon:656061
CollecTF	UniProtKB:A9CJU2	ohrR	PMID:16428387		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003062.2		20170328		NCBITaxon:176299
AgBase	UniProtKB:Q076D8	DBP3a	PMID:16935362		GO:0045893	positive regulation of DNA-templated transcription	IDA			20110831		NCBITaxon:3635
MTBBASE	UniProtKB:P9WN87	furA	PMID:11401695		GO:0003700	DNA-binding transcription factor activity	IMP			20100308		NCBITaxon:83332
MTBBASE	UniProtKB:P9WN87	furA	PMID:12949087		GO:0003700	DNA-binding transcription factor activity	IMP			20100317		NCBITaxon:83332
MTBBASE	UniProtKB:P9WN87	furA	PMID:11401695		GO:0006355	regulation of DNA-templated transcription	IMP			20111018		NCBITaxon:83332
TIGR	UniProtKB:Q9K5J6	sigB	PMID:10960085		GO:0016987	sigma factor activity	IMP			20030312		NCBITaxon:1392
UniProt	UniProtKB:Q6YUL8	KIN4A	PMID:21325138		GO:0045893	positive regulation of DNA-templated transcription	IDA			20150317		NCBITaxon:39947
UniProt	UniProtKB:Q2RNI6	rcoM	PMID:21115659		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110225		NCBITaxon:269796
CollecTF	UniProtKB:P9WMK7	hup	PMID:24858079		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_000962.3		20170328		NCBITaxon:83332
CollecTF	UniProtKB:P9WMK7	hup	PMID:24858079		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMK3	hrcA	PMID:12368446		GO:0045892	negative regulation of DNA-templated transcription	IDA			20100529		NCBITaxon:83332
CollecTF	UniProtKB:P0A2T8	fnr	PMID:9068635		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:99287
CollecTF	UniProtKB:P0A2T8	fnr	PMID:9068635		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:99287
MTBBASE	UniProtKB:P9WMI9	cmtR	PMID:12939267		GO:0003700	DNA-binding transcription factor activity	IMP			20100318		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMH7	clgR	PMID:20025669		GO:0043620	regulation of DNA-templated transcription in response to stress	IDA			20110701		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMH7	clgR	PMID:20661284		GO:0045893	positive regulation of DNA-templated transcription	IDA			20120701		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMF9	devR	PMID:18502855		GO:0045893	positive regulation of DNA-templated transcription	IGI	UniProtKB:P9WJY7		20141031		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMF9	devR	PMID:12694625		GO:0003700	DNA-binding transcription factor activity	IMP			20100315		NCBITaxon:83332
CACAO	UniProtKB:P54574	fur	PMID:9701813		GO:0045892	negative regulation of DNA-templated transcription	IMP			20111106		NCBITaxon:224308
CollecTF	UniProtKB:P54574	fur	PMID:12354229		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_000964.3		20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54574	fur	PMID:14563870		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_000964.3		20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54574	fur	PMID:21873409		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54574	fur	PMID:10400588		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54574	fur	PMID:16672620		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:224308
CollecTF	UniProtKB:A3P7B1	hrpB	PMID:21335458		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:357348
CollecTF	UniProtKB:A3P7B1	hrpB	PMID:21335458		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:357348
CollecTF	UniProtKB:Q79VI7	glxR	PMID:24795375		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_003450.3		20170328		NCBITaxon:196627
CollecTF	UniProtKB:Q79VI7	glxR	PMID:20864477		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:196627
CollecTF	UniProtKB:Q79VI7	glxR	PMID:23396909		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:196627
CollecTF	UniProtKB:Q79VI7	glxR	PMID:24795375		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:196627
UniProt	UniProtKB:Q79VI7	glxR	PMID:18355281		GO:0006355	regulation of DNA-templated transcription	IDA			20150324		NCBITaxon:196627
MTBBASE	UniProtKB:O05797	moaR1	PMID:20378651		GO:0006355	regulation of DNA-templated transcription	IEP			20120701		NCBITaxon:83332
CollecTF	UniProtKB:P54479	zur	PMID:19648245		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54479	zur	PMID:12426338		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_000964.3		20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54479	zur	PMID:9811636		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_000964.3		20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54479	zur	PMID:18344368		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54479	zur	PMID:12426338		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:224308
CollecTF	UniProtKB:P54479	zur	PMID:19648245		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:224308
CACAO	UniProtKB:A0A0E8BMW2	bvgA	PMID:15773988		GO:0006355	regulation of DNA-templated transcription	IDA			20151014		NCBITaxon:520
CollecTF	UniProtKB:Q9A8Q6	CC_1297	PMID:19096521		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:190650
CollecTF	UniProtKB:Q9A8Q6	CC_1297	PMID:19096521		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:190650
PseudoCAP	UniProtKB:O69006	pigE	PMID:19730690		GO:0016989	sigma factor antagonist activity	IMP			20190311		NCBITaxon:287
AgBase	UniProtKB:Q6R8H1	Q6R8H1	PMID:15133151		GO:0003700	DNA-binding transcription factor activity	IDA			20120724		NCBITaxon:29729
UniProt	UniProtKB:P0DM78	phoP	PMID:25972862		GO:0001216	DNA-binding transcription activator activity	IDA			20210303		NCBITaxon:99287
CollecTF	UniProtKB:P54294	traR	PMID:12753196		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_003065.3		20170328		NCBITaxon:176299
CollecTF	UniProtKB:P54294	traR	PMID:12753196		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:176299
CollecTF	UniProtKB:P54294	traR	PMID:17376086		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:176299
CollecTF	UniProtKB:P74739	fur	PMID:15150218		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:1111708
